Name	Start	Duration	Time Format	Type	Description
1-1	0:00.000	0:15.778	decimal	Cue	
1-2	0:15.778	0:07.151	decimal	Cue	
1-3	0:22.929	0:47.070	decimal	Cue	
1-4	1:10.000	0:19.283	decimal	Cue	
1-5	1:29.283	0:23.301	decimal	Cue	
1-6	1:53.613	0:02.788	decimal	Cue	
1-7	1:58.187	1:57.874	decimal	Cue	
1-8	3:56.361	0:05.279	decimal	Cue	
1-9	4:02.881	0:17.203	decimal	Cue	
1-00	4:25.638	0:10.469	decimal	Cue	
