Name	Start	Duration	Time Format	Type	Description
3-1	0:00.000	0:08.245	decimal	Cue	
3-2	0:08.245	0:06.117	decimal	Cue	
3-3	0:14.362	0:07.999	decimal	Cue	
3-4	0:22.361	0:20.588	decimal	Cue	
3-5	0:42.950	0:17.961	decimal	Cue	
3-6	1:00.911	0:07.259	decimal	Cue	
3-7	1:08.171	0:03.864	decimal	Cue	
3-8	1:12.035	0:38.784	decimal	Cue	
3-9	1:50.819	0:03.220	decimal	Cue	
3-10	1:54.040	0:02.959	decimal	Cue	
3-11	1:57.000	1:15.167	decimal	Cue	
3-12	3:12.167	0:07.832	decimal	Cue	
