Name	Start	Duration	Time Format	Type	Description
0-1	0:00.000	0:08.409	decimal	Cue	
0-2	0:08.823	0:10.318	decimal	Cue	
0-3	0:20.468	0:12.081	decimal	Cue	
0-4	0:33.856	0:11.003	decimal	Cue	
0-5	0:45.080	0:09.184	decimal	Cue	
0-6	0:55.744	0:03.347	decimal	Cue	
0-7	0:59.485	0:08.360	decimal	Cue	
0-8	1:08.701	0:12.935	decimal	Cue	
0-9	1:21.957	0:11.042	decimal	Cue	
0-10	1:33.457	0:13.524	decimal	Cue	
0-11	1:47.498	0:20.874	decimal	Cue	
0-12	2:09.253	0:15.076	decimal	Cue	
